name,id,type_code,total_units,floors,top_month,top_year,tenure,district_code,postcode,streetname,ura_key,transaction_psf,nearest_mrt_distance,enbloc,enbloc_date
CATHOLIC WELFARE CENTRE BUILDING,19226,OFF,0,0,,,"",D07,187954,Waterloo Street,"",,0.12,0,
CHIJMES,19273,OFF,0,0,,,"",D07,187996,Victoria Street,"",,0.24,0,
HPL HOUSE,19588,OFF,0,0,,,"",D10,249724,Cuscaden Road,"",,0.53,0,
FINLAND TRADE CENTRE,19434,OFF,0,0,,,"",D11,307591,Thomson Rd,"",,0.32,0,
GOLDHILL CENTRE,19497,OFF,0,0,,,"",D11,307586,Thomson Road,"",,0.24,0,
BALESTIER HILL SHOPPING CENTRE,19142,OFF,0,0,,,"",D11,300001,Thomson Road,"",,0.54,0,
CALDECOTT BROADCAST CENTRE,19214,OFF,0,0,,,"",D11,299939,Andrew Road,"",,0.5,0,
TAN TONG MENG TOWER,20248,OFF,0,0,,,"",D11,298128,Thomson Road,"",,0.81,0,
STA TOWER,20197,OFF,0,0,,,"",D11,288893,Hillcrest Road,"",,0.32,0,
COLOURS BY THE BAY,19317,OFF,0,0,,,"",D10,278628,Holland Road,"",,1.03,0,
KING'S ARCADE,19701,OFF,0,0,,,"",D10,269695,Bukit Timah Road,"",,0.53,0,
NOVENA SQUARE - TOWER A,19874,OFF,0,0,,,"",D11,307684,Thomson Road,"",,0.02,0,
HAW PAR CENTRE,19537,OFF,0,0,,,"",D09,239922,Clemenceau Avenue,"",,0.19,0,
DEVONSHIRE BUILDING,19364,OFF,0,0,,,"",D09,239850,Devonshire Road,"",,0.25,0,
COMCENTRE,19319,OFF,0,0,,,"",D09,239732,Exeter Road,"",,0.12,0,
ORCHARD BUILDING,19921,OFF,0,0,,,"",D09,239693,Grange Road,"",,0.24,0,
GRANGEFORD,19511,OFF,0,0,,,"",D09,239196,Leonie Hill Road,"",,0.52,0,
HOCK GIAP WAREHOUSE BUILDING,19569,OFF,0,0,,,"",D09,239059,Martin Road,"",,0.9,0,
LT BUILDING,19766,OFF,0,0,,,"",D09,239058,Martin Road ,"",,0.9,0,
AIG BUILDING,19087,OFF,0,0,,,"",D09,239058,Martin Road,"",,0.94,0,
NOVENA SQUARE - TOWER B,19875,OFF,0,0,,,"",D11,307685,Thomson Road,"",,0.13,0,
HDB HUB,19543,OFF,0,0,,,"",D12,310480,Lorong 6 Toa Payoh,"",,0.1,0,
HMB BUILDING,19565,OFF,0,0,,,"",D12,319455,Lorong 5 Toa Payoh,"",,0.6,0,
LEONG ON BUILDING,19734,OFF,0,0,,,"",D12,329853,Balestier Road,"",,0.66,0,
CRESCENT BUILDING,19336,OFF,0,0,,,"",D12,329924,Balestier Road,"",,0.98,0,
BALESTIER MEDICAL CENTRE,19143,OFF,0,0,,,"",D12,329928,Balestier Road,"",,0.98,0,
LAVENDER PLACE,19723,OFF,0,0,,,"",D12,338750,Lavender Street,"",,0.08,0,
JTC FLATTED FACTORY,19636,OFF,0,0,,,"",D12,339154,Kallang Place,"",,0.65,0,
FOUR STAR BUILDING,19450,OFF,0,0,,,"",D12,339172,Kallang Place,"",,0.41,0,
CENCON BUILDING,19232,OFF,0,0,,,"",D13,347720,Tannery Road,"",,0.92,0,
TANNERY BUILDING,20262,OFF,0,0,,,"",D13,349323,Kallang Pudding Road,"",,1.19,0,
BTC BUILDING,19198,OFF,0,0,,,"",D13,367952,Shaw Road,"",,0.41,0,
GNOH HOCK REALTY BUILDING,19482,OFF,0,0,,,"",D13,368186,Macpherson Road,"",,0.5,0,
UTECH INDUSTRIAL BUILDING,20422,OFF,0,0,,,"",D13,368356,Joo Seng Road,"",,0.54,0,
BRILLIANT BUILDING,19194,OFF,0,0,,,"",D13,368360,Joo Seng Road,"",,0.47,0,
GOLDBELL TOWERS,19485,OFF,0,0,,,"",D09,228233,Scotts Road,"",,0.14,0,
KITCHENER COMPLEX,19704,OFF,0,0,,,"",D08,200808,French Road,"",,0.18,0,
I.R.E BUILDING,19622,OFF,0,0,,,"",D08,207280,Verdun Road,"",,0.38,0,
FOO CHOW BUILDING,19440,OFF,0,0,,,"",D08,207530,Tyrwhitt Road,"",,0.55,0,
ANN CHUAN COMPLEX,19113,OFF,0,0,,,"",D08,208561,King George's Avenue,"",,0.33,0,
KIM HOE CENTRE,19692,OFF,0,0,,,"",D08,208642,Kelantan Lane,"",,0.53,0,
BAN HONG LEONG BUILDING,19149,OFF,0,0,,,"",D08,208785,Jalan Besar,"",,0.14,0,
LUMINATION BUILDING,19771,OFF,0,0,,,"",D08,208852,Jalan Besar,"",,0.55,0,
HONG LEONG CHAMBERS,19580,OFF,0,0,,,"",D08,208906,Jalan Besar,"",,0.55,0,
BRIGHT JADE BUILDING,19192,OFF,0,0,,,"",D08,208949,Jalan Besar,"",,0.48,0,
B H BUILDING,19140,OFF,0,0,,,"",D08,209062,Horne Road,"",,0.12,0,
CHERN SENG BUILDING,19267,OFF,0,0,,,"",D08,209108,Hindoo Road,"",,0.46,0,
LITTLE INDIA ARCADE,19759,OFF,0,0,,,"",D08,217959,Serangoon Road,"",,0.24,0,
TEKKA MALL,20271,OFF,0,0,,,"",D08,218227,Serangoon Road,"",,0.28,0,
GOODLAND BUILDING,19501,OFF,0,0,,,"",D08,218297,Roberts Lane,"",,0.2,0,
DFS SCOTTSWALK,19366,OFF,0,0,,,"",D09,228220,Scotts Road,"",,0.28,0,
ONE AKYAB,21767,APT,19,0,,,F,D11,309972,Akyab Road,ONE AKYAB,,0.52,0,
GATEWAY PACIFIC CAMPUS,19466,OFF,0,0,,,"",D09,228461,Mount Sophia,"",,0.32,0,
ONE-TWO-SIX CAIRNHILL ARTS CENTRE,19213,OFF,0,0,,,"",D09,229707,Cairnhill Road,"",,0.47,0,
BOON SIEW BUILDING,19181,OFF,0,0,,,"",D09,229833,Bukit Timah Road,"",,0.24,0,
ALFA CENTRE,19095,OFF,0,0,,,"",D09,229835,Bukit Timah Road,"",,0.32,0,
ATLAND HOUSE,19129,OFF,0,0,,,"",D09,229862,Makepeace Road,"",,0.53,0,
BOON LIEW BUILDING,19180,OFF,0,0,,,"",D09,229863,Bukit Timah Road,"",,0.46,0,
UOL BUILDING,20419,OFF,0,0,,,"",D09,238163,Somerset Road,"",,0.17,0,
GAINURN BUILDING,19463,OFF,0,0,,,"",D09,238298,River Valley Road,"",,0.65,0,
MACDONALD HOUSE,19776,OFF,0,0,,,"",D09,238838,Orchard Road,"",,0.07,0,
LE MERIDIEN SHOPPING CENTRE,19724,OFF,0,0,,,"",D09,238840,Orchard Road,"",,0.31,0,
FABER HOUSE,19422,OFF,0,0,,,"",D09,238854,Orchard Road,"",,0.21,0,
INTERNATIONAL BUILDING,19612,OFF,0,0,,,"",D09,238869,Orchard Road,"",,0.29,0,
LIAT TOWERS,19748,OFF,0,0,,,"",D09,238881,Orchard Road,"",,0.28,0,
ACORN BUILDING,19076,OFF,0,0,,,"",D09,238961,Mohamed Sultan Road,"",,0.66,0,
LAM ANN BUILDING,19717,OFF,0,0,,,"",D09,238974,Mohamed Sultan Road,"",,0.75,0,
UPPER SERANGOON SHOPPING CENTRE,20420,RET,0,0,,,F,D19,534626,Upper Serangoon Road,UPPER SERANGOON SHOPPING CENTRE,723,0.83,0,
WHITE HOUSE PARK,21100,BUNG,0,0,,,F,D10,257000,White House Park,WHITE HOUSE PARK,,0.47,0,
CHATSWORTH PARK,21160,BUNG,0,0,,,F,D10,249000,Chatsworth Park,"",,1.16,0,
AVENUE VILLA,1765,BUNG,8,0,2,1996,F,D10,278000,Fifth Avenue,AVENUE VILLA,1559,0.29,0,
THE GLENCAIRD RESIDENCES,2496,BUNG,12,0,12,2000,F,D10,257000,White House Park,THE GLENCAIRD RESIDENCES,987,0.44,0,
MOUNT ECHO PARK,2219,BUNG,31,0,12,1987,F,D10,248000,Mount Echo Park,MOUNT ECHO PARK,1099,0.69,0,
THE FURNITURE MALL,20306,RET,0,0,,,F,D22,608838,Toh Guan Road,"",,0.68,0,
10 TOH GUAN ROAD,19818,RET,0,0,,,F,D22,608838,Toh Guan Road,10 TOH GUAN ROAD,,0.68,0,
ICB SHOPPING CENTRE,19600,RET,0,0,,,F,D19,545522,Yio Chu Kang Road,ICB SHOPPING CENTRE,427,0.77,0,
QUEEN ASTRID PARK,21014,BUNG,0,0,,,F,D10,266000,Queen Astrid Park,QUEEN ASTRID PARK,1022,1.06,0,
EAST VILLAGE HOTEL,19955,RET,0,0,,,F,D15,449536,Marine Parade,"",,1.78,0,
KATONG SHOPPING CENTRE,19667,RET,0,0,,,F,D15,437844,Mountbatten Road,"",,1.53,0,
KATONG REGENCY,21221,RET,0,0,,,F,D15,437158,Tanjong Katong Road,KATONG REGENCY,,0.49,0,
PARAMOUNT SHOPPING CENTRE,19956,RET,0,0,,,F,D15,428751,East Coast Road,"",,1.68,0,
THE ODEON KATONG,19898,RET,0,0,,,F,D15,428722,East Coast Road,"",,1.57,0,
SIMS AVENUE CENTRE,20144,RET,0,0,,,F,D14,387603,Sims Avenue,"",,0.46,0,
THE MEZZO,23125,RET,0,6,,,F,D12,329682,Balestier Road,THE MEZZO,,0.91,0,
ORCHARD TOWERS,19930,RET,0,0,,,F,D09,238875,Orchard Road,"",,0.52,0,
SWISS CLUB PARK,21068,BUNG,0,0,,,F,D11,288000,Jalan Senandong,SWISS CLUB PARK,1484,0.81,0,
LAUW & SONS GARDEN,2124,BUNG,0,0,1,1979,F,D20,579000,Clover Way,LAUW & SONS GARDEN,,0.24,0,
BINJAI PARK,1793,BUNG,0,0,2,2011,F,D21,589000,Binjai Park,BINJAI PARK,1215,0.63,0,
TERESA 8,2152,CLUS,11,0,2,2008,F,D04,099780,Bukit Teresa Close,TERESA 8,798,1.06,0,
PEBBLE BREEZE,22063,CLUS,6,0,,,F,D05,118596,Pasir Panjang Road,PEBBLE BREEZE,,0.54,0,
WEST SHORE RESIDENCES,21435,CLUS,8,0,12,2014,F,D05,118608,Pasir Panjang Road,WEST SHORE RESIDENCES,,0.26,0,
WESTMONT,1440,CLUS,11,0,1,2010,F,D05,127304,West Coast Road,WESTMONT,741,1.93,0,
WESTSIDE 33,1628,CLUS,10,0,6,2007,F,D05,127325,West Coast Road,WESTSIDE 33,602,2,0,
BRENTWOOD VILLAS,1566,CLUS,9,2,1,2005,F,D09,239000,Lloyd Road Singapore,BRENTWOOD VILLAS,,0.35,0,
KING'S 8,1441,CLUS,8,0,1,2010,F,D10,268049,King's Road,KING'S 8,978,0.51,0,
VENTURA HEIGHTS,1436,CLUS,40,0,2,2011,F,D10,268403,Jalan Lim Tai See,VENTURA HEIGHTS,731,1.1,0,
ILLOURA,2644,CLUS,30,0,12,2011,F,D10,278684,Old Holland Road,ILLOURA,1128,0.73,0,
LINK RESIDENCE @ HOLLAND,20563,CLUS,14,5,4,2014,F,D10,279000,Greenleaf Road,"",,1.43,0,
WATTEN RESIDENCES,1509,CLUS,59,0,1,2012,F,D11,287322,Watten Rise,WATTEN RESIDENCES,825,0.38,0,
MONTCLAIR @ WHITLEY,20979,CLUS,10,0,12,2012,F,D11,297814,Whitley Road,MONTCLAIR @ WHITLEY,882,1.01,0,
FRAGRANCE BUILDING,19451,OFF,0,0,,,F,D14,419730,CHANGI ROAD,FRAGRANCE BUILDING,,0.31,0,
SIMON PLAZA,20143,OFF,0,0,,,F,D19,548008,Kovan Road,"",,0.19,0,
AIA TAMPINES,19085,OFF,0,0,,,F,D18,528799,Tampines Grande,"",,0.49,0,
GRTH BUILDING,19519,OFF,0,0,,,F,D15,428778,East Coast Road,"",,1.69,0,
EASTGATE,19378,OFF,0,0,,,F,D15,428766,East Coast Road,"",,1.69,0,
THE ODEON KATONG,20316,OFF,0,0,,,F,D15,428722,East Coast Road,"",,1.57,0,
THE MODULES,19837,OFF,0,0,,,F,D15,427623,Joo Chiat Road,"",,1.3,0,
JK CENTRE,21690,OFF,0,0,,,F,D15,427543,Joo Chiat Road,JK CENTRE,,1.13,0,
GUTHRIE BUILDING,19526,OFF,0,0,,,F,D14,419973,Changi Road,"",,0.41,0,
GOH & GOH BUILDING,19483,OFF,0,0,,,F,D21,588171,Upper Bukit Timah Road,GOH & GOH BUILDING,339,0.03,0,
WIS @ CHANGI,21339,OFF,0,0,,,F,D14,419718,Changi Road,WIS @ CHANGI,,0.41,0,
KEMBANGAN PLAZA,19675,OFF,0,0,,,F,D14,418944,Jalan Masjid,"",,0.06,0,
KEMBANGAN COURT,19674,OFF,0,0,,,F,D14,418924,Jalan Masjid,"",,0.15,0,
CITY PLAZA,19300,OFF,0,0,,,F,D14,409286,Geylang Road,"",,0.4,0,
GRANDLINK SQUARE,19510,OFF,0,0,,,F,D14,399849,Guillemard Road,"",,0.48,0,
ORIENTAL VENTURE BUILDING,19932,OFF,0,0,,,F,D14,389626,Geylang Road,"",,0.42,0,
THE SUNFLOWER,20333,OFF,0,0,,,F,D14,389466,Geylang Road,"",,0.45,0,
LORNIE 18,20625,CLUS,18,0,12,2008,F,D11,298738,Lornie Road,LORNIE 18,1090,1.58,0,
CHANGI AIR FREIGHT CENTRE,19256,OFF,0,0,,,F,"",918102,Changi Airfreight Centre ,"",,0,0,
CARGO AGENTS BUILDING,19223,OFF,0,0,,,F,"",918102,Changi Airfreight Centre ,"",,0,0,
VIVA VISTA,21887,RET,106,0,,,F,D05,118136,South Buona Vista Road,VIVA VISTA,,0.58,0,
LE SOMME,21338,RET,3,0,6,2017,F,D08,207876,Somme Road,LE SOMME,,0.47,0,
ONE DUSUN RESIDENCES,21328,RET,76,0,,,F,D12,329363,Jalan Dusun,ONE DUSUN RESIDENCES,,0.76,0,
MILLAGE,21178,RET,86,0,3,2016,F,D14,419709,Changi Road,"",,0.57,0,
SYCAMORE TREE,21162,RET,17,5,,,F,D15,428505,Fowlie Road,SYCAMORE TREE,,1.37,0,
SPAZIO @ KOVAN,21501,RET,37,0,,,F,D19,534635,Upper Serangoon Road,SPAZIO @ KOVAN,,0.79,0,
SPACE @ KOVAN,22177,RET,56,0,,,F,D19,545523,Yio Chu Kang Road,SPACE @ KOVAN,,0.71,0,
KING ALBERT PARK (KAP),21590,RET,107,0,12,2017,F,D21,598332,King Albert Park,KING ALBERT PARK (KAP),,0.46,0,
THOMSON V TWO,21342,RET,,0,,,F,D20,575629,Sin Ming Road,THOMSON V TWO,,0.62,0,
MUSTAFA CENTRE,19844,RET,0,0,,,F,D08,207704,Syed Alwi Road,"",,0.28,0,
JALAN BESAR PLAZA,19626,RET,0,0,,,F,D08,208511,Kitchener Road,"",,0.56,0,
SERANGOON PLAZA,20113,RET,0,0,,,F,D08,218108,Serangoon Road,"",,0.21,0,
FAR EAST PLAZA,19426,RET,0,0,,,F,D09,228213,Scotts Road,"",,0.28,0,
ESTE VILLA,20804,CLUS,121,0,,,F,D28,807000,Nim Road,"",,0,0,
PALM BEACH GARDEN (DEACTIVATED),2266,CORN,34,3,12,1981,F,D15,458000,Eliot Road,PALM BEACH GARDEN (DEACTIVATED),281,0,0,
RADIANCE @ BUKIT TIMAH,20770,CLUS,0,0,,,F,D21,596206,Yuk Tong Avenue,RADIANCE @ BUKIT TIMAH,730,0.22,0,
ONE CHILTERN,2258,CLUS,0,0,12,2006,F,D13,359718,Chiltern Drive,ONE CHILTERN,682,0.48,0,
FIVE CHANCERY,20901,CLUS,0,0,12,2013,F,D11,309493,Chancery Lane,FIVE CHANCERY,1158,0.62,0,
GROVE RESIDENCE,21484,CLUS,0,0,9,2014,F,D10,279120,Grove Drive,GROVE RESIDENCE,,0.7,0,
PALMS @ SIXTH AVENUE,21467,CLUS,0,0,,,F,D10,276558,Sixth Avenue singapore,PALMS @ SIXTH AVENUE,,0.78,0,
TERESA VILLAS,21075,CLUS,0,0,12,2011,F,D04,099758,Bukit Teresa Road,TERESA VILLAS,,1.11,0,
MIMOSA GARDENS,2275,CLUS,20,0,2,2005,F,D28,807982,Mimosa Road,MIMOSA GARDENS,971,0,0,
ELITE RESIDENCES,22153,CORN,8,0,12,2016,F,D15,458817,Elite Terrace,ELITE RESIDENCES,,1.02,0,
BELGRAVIA VILLAS,21665,CLUS,118,0,12,2017,F,D28,805000,Ang Mo Kio Avenue 5,BELGRAVIA VILLAS,,2.09,0,
SUMMER VILLAS,2443,CLUS,20,0,12,2004,F,D28,797703,Gerald Drive,SUMMER VILLAS,412,1.73,0,
ATELIER VILLAS,33,CLUS,36,0,12,2008,F,D26,786314,Yio Chu Kang Drive,ATELIER VILLAS,621,1.33,0,
WATERCOVE,22172,CLUS,80,0,12,2023,F,D27,757600,Wak Hassan Drive,WATERCOVE,,2.54,0,
TRANQUILIA @ KISMIS,23305,CLUS,7,4,1,2018,F,D21,598033,Lorong Kismis,TRANQUILIA,,0.97,0,
CENTURION 12,1722,CLUS,8,0,7,2008,F,D20,579670,Bright Hill Crescent,CENTURION 12,627,0.94,0,
THE SILVER SPURZ,21081,CLUS,7,0,10,2007,F,D19,559288,Brighton Avenue,THE SILVER SPURZ,736,1.2,0,
00HH-TO BE RECYCLED,22138,CLUS,7,0,,,F,D19,559227,Brighton Crescent,BRIGHTON CREST,,1.17,0,
FENGLI GARDENS,20899,CORN,0,0,12,1991,F,D19,536000,Lorong Ong Lye,FENGLI GARDENS,1218,0.53,0,
WIS @ CHANGI,21954,FOOD,0,0,,,F,D14,419718,Changi Road,WIS @ CHANGI,,0.41,0,
TRIO,21897,MALL,43,6,,,F,D08,207903,Sam Leong Road,TRIO,,0.47,0,
THE RISE @ OXLEY - RESIDENCES,21921,MALL,29,2,,,F,D09,238698,Oxley Rise,THE RISE @ OXLEY - RESIDENCES,,0.26,0,
M2 MACPHERSON MALL,21681,MALL,86,0,12,2018,F,D13,368125,Macpherson Road,m2 MACPHERSON MALL,,1.09,0,
PAVILION SQUARE,21372,MALL,92,0,12,2016,F,D14,389366,Geylang Road,PAVILION SQUARE,,0.54,0,
HEXACUBE,21853,MALL,72,0,,,F,D14,419728,Changi Road,HEXACUBE,,0.33,0,
THE FLOW @ EAST COAST,21673,MALL,56,7,1,2018,F,D15,428778,East Coast Road,THE FLOW @ EAST COAST,,1.65,0,
ONE KM,21870,MALL,170,3,12,2014,F,D15,437157,Tanjong Katong Road,ONE KM,,0.4,0,
EAST VILLAGE,21181,MALL,108,4,,,F,D16,487048,Upper Changi Road,EAST VILLAGE,,0.27,0,
KENSINGTON SQUARE,21711,MALL,57,0,11,2017,F,D19,537846,Jalan Lokam,KENSINGTON SQUARE,,0.42,0,
FLORAVISTA,22155,MALL,28,0,,,F,D20,567708,Ang Mo Kio Street 66,FLORAVISTA,,1.31,0,
183 LONGHAUS,22439,MALL,10,0,,,F,D20,574332,Upper Thomson Road,183 LONGHAUS,,0.52,0,
QUEENS WAY SHOPPING CENTRE,20035,MALL,0,0,,,F,D03,149053,Queensway,"",,0.82,0,
THE CITRON,21965,MALL,0,0,,,F,D08,208380,marne road,THE CITRON,,0.36,0,
SOMMERVILLE REGENCY,2359,CLUS,15,0,12,2007,F,D13,358716,Lorong Selangat,SOMMERVILLE REGENCY,860,0.66,0,
GOODMAN CREST,20782,CLUS,10,0,10,2012,F,D15,436578,Goodman Road,GOODMAN CREST,819,0.7,0,
KALEIDO,21809,CLUS,14,0,12,2017,F,D15,425000,Lorong K Telok Kurau,KALEIDO,,0.87,0,
PALACIO,21389,CLUS,21,0,12,2015,F,D15,420000,Lorong M Telok Kurau,PALACIO,,1.05,0,
BEAU VISTA,20832,CLUS,6,3,12,2010,F,D14,419158,Jalan Kembangan,BEAU VISTA,583,0.49,0,
KIARA TEN,1432,CLUS,10,0,6,2012,F,D14,417138,Lorong Marzuki,KIARA TEN,435,0.48,0,
CASTELLO,22151,CLUS,6,0,12,2014,F,D13,359722,Chiltern Drive,CASTELLO,,0.45,0,
COTSWOLD VILLAS,20731,CLUS,7,0,11,2011,F,D13,359626,Cotswold Close,COTSWOLD VILLAS,740,0.54,0,
DAISY PETALS,20636,CLUS,7,0,1,2008,F,D13,359539,Daisy Avenue,DAISY PETALS,758,0.71,0,
SEVEN CRESCENT,21962,CLUS,14,0,6,2014,F,D15,439999,Crescent Road,SEVEN CRSCENT,,1.07,0,
ONE LYNWOOD,20994,CLUS,8,0,12,2008,F,D13,358676,Lynwood Grove,ONE LYNWOOD,662,0.88,0,
LYNWOOD EIGHT,20964,CLUS,10,0,12,2010,F,D13,358653,Lynwood Grove,LYNWOOD EIGHT,518,0.76,0,
SOMMERVILLE RESIDENCES,20506,CLUS,9,3,6,2013,F,D13,358193,Sommerville Walk,SOMMERVILLE RESIDENCES,564,0.44,0,
BELLAVILLE,20623,CLUS,10,0,9,2011,F,D13,348052,Siak Kew Avenue,BELLAVILLE,549,0.29,0,
ASIMONT VILLAS,22049,CLUS,21,0,,,F,D11,309957,Asimont Lane,ASIMONT VILLAS,,0.96,0,
CHANCERY GROVE,1724,CLUS,33,0,6,1996,F,D11,309513,Chancery Lane,CHANCERY GROVE,,0.85,0,
ONE MOUNT ROSIE,2602,CLUS,12,0,12,2008,F,D11,308035,Mt. Rosie Road,ONE MOUNT ROSIE,,0.8,0,
CITIRAYA CENTRE,19296,OFF,0,0,,,F,D14,388164,Lorong 27 Geylang,CITIRAYA CENTRE,,0.24,0,
EASTREES,21292,CLUS,8,0,12,2016,F,D15,459140,East Coast Drive,Eastrees,,1.5,0,
VICTORY VILLE,21924,CLUS,8,0,12,2014,F,D17,507875,Toh Drive,VICTORY VILLE,,1.86,0,
PLACE-8,22163,CLUS,8,0,,,F,D19,533495,Paya Lebar Crescent,PLACE-8,,0.81,0,
SOLARIS RESIDENCES,21045,CLUS,17,0,12,2010,F,D19,534000,Paya Lebar Crescent,SOLARIS RESIDENCES,461,0.84,0,
CERELIA VISTA,2657,CLUS,21,,12,2013,F,D19,534099,Lorong Ah Soo,CERELIA VISTA,498,0.94,0,
ASTON GREEN,20827,CLUS,10,3,12,2013,F,D19,536136,Paya Lebar Crescent,ASTON GREEN,541,0.75,0,
URBAN VILLAS,22169,CLUS,7,0,12,2016,F,D19,536178,Paya Lebar Crescent,URBAN VILLAS,,0.59,0,
WATER TERRACE,1465,CLUS,12,0,1,2008,F,D19,536700,Lorong Ah Soo,WATER TERRACE,649,0.93,0,
CHARLTON 27,21482,CLUS,27,0,10,2016,F,D19,539591,Charlton Road,CHARLTON 27,,0.71,0,
LE ROYCE,2129,CLUS,7,0,12,2006,F,D19,547965,Leith Park,LE ROYCE @ LEITH PARK,437,1.27,0,
JANSEN 8,1661,CLUS,10,0,12,2012,F,D19,548390,Jansen Road,JANSEN 8,572,0.8,0,
INFINIUM,22009,CLUS,14,0,4,2018,F,D19,549999,Richards Avenue,INFINIUM,,0.47,0,
BRIGHTON CREST,1668,CLUS,7,0,12,2003,F,D19,554720,Brighton Crescent,BRIGHTON CREST,508,1.15,0,
MARLENE VILLE,804,CLUS,17,0,6,2009,F,D19,556623,Marlene Avenue,MARLENE VILLE,732,1.26,0,
VERDANA VILLAS @ SERANGOON GARDEN,2592,CLUS,54,,12,2014,F,D19,557749,Grace Walk,VERDANA VILLAS,661,0.97,0,
PICARDY GARDENS,1104,APT,0,0,12,1975,F,D16,488686,Jalan Pari Burong,PICARDY GARDENS,996,0.75,0,
CRYSTAL DE AZURE,706,APT,0,0,12,2006,F,D19,538645,How Sun Close,CRYSTAL DE AZURE,734,0.26,0,
TAI PENG GARDENS,21069,APT,0,0,12,1997,F,D19,537575,Jalan Rengkam,TAI PENG GARDENS,1008,0.52,0,
TAI KENG COURT,2455,APT,0,0,,,F,D19,537000,Jalan Lokam,TAI KENG COURT,513,0.42,0,
YI KAI COURT,1608,APT,0,0,4,1993,F,D19,534969,Upper Paya Lebar Road,YI KAI COURT,565,0.58,0,
TAI KENG SHOPPING CENTRE,2456,APT,0,0,12,1976,F,D19,534930,Upper Paya Lebar Road,TAI KENG SHOPPING CENTRE,461,0.39,0,
ELLING COURT,20884,APT,0,0,,,F,D19,534879,Upper Paya Lebar Road,ELLING COURT,,0.51,0,
LOWLAND COURT,20962,APT,0,0,12,1984,F,D19,534700,Upper Serangoon Road,LOWLAND COURT,,1.1,0,
WEI MIN GARDEN,21096,APT,0,0,,,F,D16,488820,Jalan Nipah,WEI MIN GARDEN,,0.65,0,
CHARLTON LODGE,2556,APT,0,0,12,1984,F,D19,539653,Charlton Lane,CHARLTON LODGE,550.66666666667,0.58,0,
SIMEI GARDEN,2571,APT,0,0,2,1989,F,D16,487405,Sea Breeze Walk,SIMEI GARDEN,990,0.66,0,
SUNBIRD VIEW,21062,APT,0,0,12,1997,F,D16,487221,Sunbird Road,SUNBIRD VIEW,,0.54,0,
APOLLO GARDENS,44,APT,0,0,12,1984,F,D16,486993,Upper Changi Road,APOLLO GARDENS,1055,0,0,
PROSPER GARDENS,21013,APT,0,0,2,2004,F,D16,469853,Bedok Garden,PROSPER GARDENS,1237,0.85,0,
PALM TREE NINES,2270,APT,0,0,12,1993,F,D16,468774,Jalan Haji Salam,PALM TREE NINES,650,1.02,0,
LUCKY COURT,1451,APT,0,0,1,1990,F,D16,467623,Lucky Heights,LUCKY COURT,706,1.15,0,
SPRINGVALE,1494,APT,0,0,1,1995,F,D15,459107,East Coast Road,SPRINGVALE,946,1.38,0,
UNITED MANSION,1741,APT,0,0,2,1968,F,D15,458996,East Coast Road,UNITED MANSION,922,1.39,0,
AFFLUENCE COURT,1486,APT,0,0,1,1990,F,D19,539960,Ah Soo Garden,AFFLUENCE COURT,738,0.89,0,
KOVAN CENTRE,1637,APT,0,4,12,1992,F,D19,545523,Yio Chu Kang Road,KOVAN CENTRE,817.35714285714,0.69,0,
HIGHLAND CENTRE,2014,APT,0,0,12,1995,F,D19,545535,Yio Chu Kang Road,HIGHLAND CENTRE,408,0.79,0,
PIN MANSIONS,2302,APT,0,0,1,1992,F,D19,547837,Lim Ah Pin Road,PIN MANSIONS,711,0.46,0,
SIMON PLAZA,2422,APT,0,0,12,1990,F,D19,548008,Kovan Road,SIMON PLAZA,751.66666666667,0.18,0,
CHENG HOE HOUSE,1810,APT,0,0,2,1983,F,D19,548036,Kovan Road,CHENG HOE HOUSE,427,0.25,0,
KOVAN GARDEN,2110,APT,0,3,12,1986,F,D19,548045,Kovan Road,KOVAN GARDEN,390,0.27,0,
KOVAN APARTMENTS,2108,APT,0,4,1,1994,F,D19,548102,Kovan Road,KOVAN APARTMENTS,842,0.71,0,
SERIAVILLE APARTMENTS,2410,APT,0,0,,,F,D19,548148,Kovan Road,SERIAVILLE APARTMENTS,,0.65,0,
295 LORONG CHUAN,22097,APT,0,0,,,F,D19,556780,Lorong Chuan,295 LORONG CHUAN,,0.91,0,
SUN COURT,2444,APT,0,0,11,1985,F,D21,598123,Lorong Kilat,SUN COURT,500,0.34,0,
KILAT CENTRE,2089,APT,0,0,12,1989,F,D21,598132,Lorong Kilat,KILAT CENTRE,533,0.44,0,
KILAT COURT,2090,APT,0,0,12,1999,F,D21,598139,Lorong Kilat,KILAT COURT,642.5,0.22,0,
ACACIA LODGE,1482,APT,0,6,1,1990,F,D23,659548,Bukit Batok Street 23,ACACIA LODGE,,1.25,0,
PLATINA GARDENS,21011,APT,0,0,12,1987,F,D27,758615,Platina Road,PLATINA GARDENS,418,1.08,0,
MOUNTBATTEN LODGE,1096,APT,0,0,12,1998,F,D15,437745,Mountbatten Road,MOUNTBATTEN LODGE,1534,0.83,0,
SPRING GARDENS,2431,APT,0,0,12,2000,F,D15,438769,Haig Road,SPRING GARDENS,616,1.16,0,
HAIG LODGE,1997,APT,0,0,1,1996,F,D15,438768,Haig Road,HAIG LODGE,1011,1.15,0,
HAIG MANSIONS,1999,APT,0,0,12,1991,F,D15,438750,Haig Road,HAIG MANSIONS,568,0,0,
